platform-receipt::receipt_send_currency_pickup_text,,"The remainder of your order, if any, will be paid out in {Currency}. The exchange rate applied to the PHP portion will be the rate offered by {Partner} at the time of pickup.</p><p>We recommend your recipient call their local branch before picking up the remittance to ensure the location has sufficient cash available.</p>","Le reste de votre ordre, le cas échéant, sera payé en {Currency}. Le taux de change appliqué à la portion PHP sera le taux proposé par {Partner} au moment du retrait.</p><p>Nous recommandons à votre destinataire de contacter son agence locale avant de récupérer le versement afin de sassurer qu'elle dispose de suffisamment de liquidités.</p>"
platform-receipt::receipt_mlhuillier_usd_text,,{Partner} provides USD remittances in $100 bills only.,{Partner} distribue les envois de fonds en USD en billets de 100 $ uniquement.
platform-receipt::receipt_bdo_usd_text,,{Partner} provides USD at select locations only in $100 bills only.,{Partner} distribue les envois de fonds en USD dans certaines agences en billets de 100 $ uniquement.
platform-receipt::receipt_cebuana_usd_text,,"{Partner} provides USD at select locations only. At these locations, {Partner} pays out in $50 and $100 bills only.","{Partner} distribue les envois de fonds en USD dans certaines agences uniquement. Dans ces agences, {Partner} effectue les paiements en billets de 50 et 100 $ uniquement."
platform-receipt::receipt_walmart_pickup_detail,,"<p>How can {RecipientFirstName} collect this remittance?</p>
<ol>
<li>Tell {RecipientFirstName} to take an official government-issued photo ID to any Walmart location.</li>
<li>Have {RecipientFirstName} inform the cashier that they have received a remittance with reference number {ReferenceNumber}.</li>
<li>After validating {RecipientFirstName}'s identification, the cashier will provide the amount of money shown above.</li>
</ol>","<p>Comment {RecipientFirstName} peut-il récupérer ce versement ?</p>
<ol>
<li>Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait Walmart.</li>
<li>Invitez {RecipientFirstName} à indiquer au guichetier qu'il a reçu un virement portant le numéro de référence {ReferenceNumber}.</li>
<li>Après vérification de l'identité de {RecipientFirstName}, le guichetier remettra la somme indiquée ci-dessus.</li>
</ol>"
platform-receipt::receipt_walmart_pickup_detail_passport_state,,"<p>How can {RecipientFirstName} collect this remittance?</p>
<ol>
<li>Tell {RecipientFirstName} to take an official government-issued photo ID issued in {RecipientState} to any Walmart location.</li>
<li>Have {RecipientFirstName} inform the cashier that they have received a remittance with reference number {ReferenceNumber}.</li>
<li>After validating {RecipientFirstName}'s identification, the cashier will provide the amount of money shown above.</li>
</ol>","<p>Comment {RecipientFirstName} peut-il récupérer ce versement ?</p>
<ol>
<li>Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle délivrée en {RecipientState} pour se présenter au point de retrait Walmart.</li>
<li>Invitez {RecipientFirstName} à indiquer au guichetier qu'il a reçu un virement portant le numéro de référence {ReferenceNumber}.</li>
<li>Après vérification de l'identité de {RecipientFirstName}, le guichetier remettra la somme indiquée ci-dessus.</li>
</ol>"
platform-receipt::receipt_chedraui_pickup_detail,,"<p>How can {RecipientFirstName} collect this remittance?</p>
<ol>
<li>Tell {RecipientFirstName} to take a valid passport or voting card to any Chedraui location.</li>
<li>Have {RecipientFirstName} inform the cashier that they have received a remittance with reference number {ReferenceNumber}.</li>
<li>After validating {RecipientFirstName}'s identification, the cashier will provide the amount of money shown above.</li>
</ol>","<p>Comment {RecipientFirstName} peut-il récupérer ce versement ?</p>
<ol>
<li>Invitez {RecipientFirstName} à se munir d'une carte électorale ou d'un passeport valide pour se présenter au point de retrait Chedraui.</li>
<li>Invitez {RecipientFirstName} à indiquer au guichetier qu'il a reçu un virement portant le numéro de référence {ReferenceNumber}.</li>
<li>Après vérification de l'identité de {RecipientFirstName}, le guichetier remettra la somme indiquée ci-dessus.</li>
</ol>"
platform-receipt::receipt_elektra_pickup_detail,,"<p>How can {RecipientFirstName} collect this remittance?</p>
<ol>
<li>Tell {RecipientFirstName} to take an official government-issued photo ID to any Elektra location.</li>
<li>Tell {RecipientFirstName} to provide: your full name and the transaction reference number {ReferenceNumber}.</li>
<li>After validating your name and the reference number, the cashier will provide the amount of money shown above.</li>
</ol>","<p>Comment {RecipientFirstName} peut-il récupérer ce versement ?</p>
<ol>
<li>Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait Elektra.</li>
<li>Invitez {RecipientFirstName} à indiquer votre nom complet et le numéro de référence de la transaction {ReferenceNumber}.</li>
<li>Après vérification de votre nom et du numéro de référence, le guichetier remettra la somme indiquée ci-dessus.</li>
</ol>"
platform-receipt::receipt_unrecognized_pickup_detail,,"<p>How can {RecipientFirstName} collect this remittance?</p>
<ol>
<li>Tell {RecipientFirstName} to take an official government-issued photo ID to any {DestinationName} location.</li>
<li>Have {RecipientFirstName} inform the cashier that they have received a remittance with reference number {ReferenceNumber}.</li>
<li>After validating {RecipientFirstName}'s identification, the cashier will provide the amount of money shown above.</li>
</ol>","<p>Comment {RecipientFirstName} peut-il récupérer ce versement ?</p>
<ol>
<li>Invitez {RecipientFirstName} à se munir d'une pièce d'identité avec photo officielle pour se présenter au point de retrait {DestinationName}.</li>
<li>Invitez {RecipientFirstName} à indiquer au guichetier qu'il a reçu un virement portant le numéro de référence {ReferenceNumber}.</li>
<li>Après vérification de l'identité de {RecipientFirstName}, le guichetier remettra la somme indiquée ci-dessus.</li>
</ol>"
platform-receipt::receipt_pdp_missed_message,,"Your transfer was delivered late, which isn't what we promised. To show you we can do better, we've applied a discount to your next transfer.","Votre virement a été livré en retard, ce qui n'est pas conforme à notre engagement. Pour vous montrer que nous pouvons faire mieux, nous avons appliqué une réduction à votre prochain virement."
platform-receipt::receipt_please_review_refund_before_cancel,,"Please review our <a href=""{RefundPolicy}"">refund policy</a> if you wish to","Veuillez consulter notre <a href=""{RefundPolicy}"">politique de remboursement</a> si vous souhaitez"
platform-receipt::receipt_cancel_transfer,,cancel your transfer,annuler votre virement
platform-receipt::receipt_questions_question,,Questions?,Vous avez des questions ?
platform-receipt::receipt_questions_message,,We're here for you 24/7.,"Nous sommes à votre disposition 24 h/24, 7 j/7."
platform-receipt::receipt_contact_support,,Contact support,Contacter l'assistance
platform-receipt::receipt_tyt_ad_message,,"Track your transfer in real time, right from your phone.","Suivez votre virement en temps réel, directement depuis votre téléphone."
platform-receipt::receipt_get_the_app,,Get the app,Obtenir l'application
platform-receipt::receipt_app_availability,,Available for iOS and Android,Disponible pour iOS et Android
platform-receipt::receipt_marketing_share_text,,Share Remitly with your friends to earn rewards.,Partagez Remitly avec vos amis pour gagner des récompenses.
platform-receipt::receipt_marketing_share_link,,Share now,Partager maintenant
platform-receipt::receipt_cancellation_requested,,We are processing your cancellation.  Please allow up to 7 business days for your refund to appear in your account.,Votre annulation est en cours de traitement.  Veuillez compter jusqu'à 7 jours ouvrables pour que le remboursement apparaisse sur votre compte.
platform-receipt::receipt_perfect_delivery_promise,,Perfect Delivery Promise,Engagement de livraison parfaite
platform-receipt::receipt_available_late_message,,Your transfer is delayed.<br>We&rsquo;ll email you as soon as it arrives. Our apologies for the inconvenience.,Votre virement est retardé.<br>Nous vous préviendrons par e-mail dès son arrivée. Veuillez nous excuser pour les désagréments occasionnés.
platform-receipt::receipt_track_your_transfer,,Track Your Transfer,Suivre votre virement
platform-receipt::receipt_tyt_status_in_progress,,In progress,En cours
platform-receipt::receipt_tyt_status_on_hold,,On hold,En attente
platform-receipt::receipt_tyt_status_available_for_pickup,,Ready for pickup,Prêt à être récupéré
platform-receipt::receipt_tyt_status_delivered,,Delivered,Livré
platform-receipt::receipt_tyt_status_picked_up,,Picked Up,Récupéré
platform-receipt::receipt_subject_prefix_initiated,,Initiated,Émis
platform-receipt::receipt_subject_prefix_action_required,,Action Required,Action requise
